Parent_ID,CM_Parent_ID,IGSN_Sample_Name,IGSN,Sample_Date,Sample_Latitude,Sample_Longitude,miniDOT_Date,miniDOT_Latitude,miniDOT_Longitude,miniDOT_Start_Time,miniDOT_End_Time,Time_Zone,miniDOT_SN,pH,Contact_First_Name,Contact_Last_Name,Organization,Site_ID,Site_Name,Stream_Name,City,State,Weather,Intermittent_or_Perennial,General_Vegetation,Hydrogeomorphology,River_Gradient,Sediment,Water_Depth_cm,Depositional_Type,Canopy_Coverage,Macrophyte_Coverage,Algal_Mat_Coverage,Sediment_Collection_Depth_cm,miniDOT_Notes,Additional_Sampling_Notes,Hydrograph_Online
EC_072,CM_072,CM_072_Sediment,10.58052/IEWDR01W9, 2023-01-16,31.1355617,-96.8252242, 2023-01-16,31.1355617,-96.8252242,11:22:00,13:13:00,Central Standard Time (UTC-6),412314,7,A. Peyton,Smith,Texas A&M University,MP-102327,N/A,Brazos River,Eloise,Texas,Sunny,Perennial,Broadleaf deciduous tree; Grass,Single-channel meandering,Relatively flat/gentle gradient (e.g.; valleys),Silt/mud (<0.0625mm),30,Inside bend of stream,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,"Sensor was 1 meter from ""depositional bank"" ( = sand; gravel over bedrock that has a stagnant shallow water pool between it and the ""real"" bank of the river.). The sensor was about 5 meters from the ""real"" bank at that point in time. We took water samples within 10 meters down the river from the sensor because the river sediment was so fine that sampling disturbed sediment so that it may have interfered with the sensor readings.","Site weather = Sunny; 22C. I provided a diagram (sketch) of the site with estimated distances in the uploaded files section in this form. The bank was level with fine and course sediments - if vegetation was present it was grasses on the bank (grasses appeared to be some Phragmites sp. and/or Paspalum denticulate). There was a steep incline up to a terrace (but it was not more than 4 meters long) and the terrace was vegetated with hardwoods (dominated by Platanus occidentalis). Most importantly; there was a dry; ephemeral tributary at the ""real"" bank (see sensor notes)nearest to area we sampled. There was evidence of erosional deposition present. The source of the ravine/tributary was a bare/muddy watering area of a densely populated cattle ranch. The river sediment was so fine that getting it through the filters was incredibly difficult (especially when using a 50 milliliter syringe) and therefore we used many filters. It would have been easier to use smaller syringes; but trying to fill a 500 milliliter bottle with a small syringe would have been tedious). Therefore the ""filtered water"" sample (BWT - filtered) had to be filled with non-filtered water. We managed to fill it to nearly 150 milliliter of filtered water; but it took 30 mins and we couldn't do that 3-4 more times. Therefore; we filled the remaining 400 milliliters with unfiltered water. Unfiltered noted on bottle. The unfiltered bottle (BWT) is only 50 percent filled due to the cap not being screwed on enough during transport to lab. All vials and bottles were individually wrapped and so the water did not contaminate other samples in the cooler.",https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=hibt2&hydro_type=0
EC_073,CM_073,CM_073_Sediment,10.58052/IEWDR01WC, 2023-02-13,44.3676591,-72.9688981, 2023-02-13,44.3676591,-72.9688981,13:41:00,15:47:00,Eastern Standard Time (UTC-5),243111,6,Ken,Johnston,Nyenvironcom; University of Vermont,SP-18,Huntington Gorge Vermont,Huntington River,Huntington,Vermont,Sunny,Perennial,Needleleaf evergreen tree; Broadleaf deciduous tree,Single-channel straight,Relatively flat/gentle gradient (e.g.; valleys),Gravel/cobble (>2mm),5,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,River was cold; snowmelt; turbid moderate flows; evidence of ice jams upstream.,N/A,N/A
EC_074,CM_074,CM_074_Sediment,10.58052/IEWDR01WF, 2023-01-08,43.6042604,-116.1946675, 2023-01-08,43.6042604,-116.1946675,10:23:00,11:52:00,Mountain Standard Time (UTC-7),493875,6,India,Southern,N/A,SP-19,N/A,Boise River,Boise,Idaho,Overcast; Windy; 45 degrees F,Perennial,Broadleaf deciduous tree; Grass,Multi-channel,Relatively flat/gentle gradient (e.g.; valleys),Gravel/cobble (>2mm),13.97,Shallow waters near the shore,No coverage,No coverage,Partial coverage,3-10cm in some places,N/A,River level was low; chose a spot with a little more deposition at a point where the river split. In photos is measuring tape set to 12 inches. The hydrograph  is for a site downstream (some miles) from the site; but could still be useful.,https://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=bigi1
EC_075,CM_075,CM_075_Sediment,10.58052/IEWDR01WI, 2023-03-06,29.953092,-82.927775, 2023-03-06,29.953092,-82.927775,10:56:00,13:21:00,Eastern Standard Time (UTC-5),243111,7,Emory,Wellman,University of Florida,MP-100819,N/A,Suwannee River,Branford,Florida,Sunny; Partly cloudy,Perennial,Needleleaf deciduous tree; Broadleaf deciduous tree,Single-channel straight,Relatively flat/gentle gradient (e.g.; valleys),Silt/mud (<0.0625mm),24.5,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,Site was downstream of a boat launch. One boat passed by while sampling; 3 others launched then went upriver. Deviation: We accidentally proceeded from Phase 2 to Phase 5. We stored the labelled filter as specified but had to then use a new one to complete Phases 2 and 4. We did not save this filter. Our OCN vials also had septa; which we did not expect according to the protocol. We instead followed the protocols for vials with septa.,N/A
EC_076,CM_076,CM_076_Sediment,10.58052/IEWDR01WL, 2023-02-27,39.76778,-94.8625, 2023-02-27,39.76778,-94.8625,10:26:00,12:11:00,Central Standard Time (UTC-6),738321,7.5,Breanna,Rivera Waterman,University of Kansas,MP-102055,N/A,Missouri River,St. Joseph,Missouri,Partly cloudy; Overcast; Overcast for first half; then sunny with some clouds second half,Perennial,Grass; Not vegetated,Single-channel meandering,Relatively flat/gentle gradient (e.g.; valleys),Sand,10.2,Shallow waters near the shore,No coverage,No coverage,No coverage,3-10cm in some places,Sensor was tied to a rock on shore; and laid ontop of another bedrock chunk lying on the bank/shore. It was tied to a rope and allowed to settle in relatively shallow banks and in the flow.,Ice chunks in the river mixed/floating along with small woody debris and some foam.  Lots of trash on the banks; some zebra mussel shells. Banks were limestone bedrock; weathered and big chunks; but area where samples were taken (right on shoreline) was sandy-silty-muddy substrate with few pebbles.,https://waterdata.usgs.gov/monitoring-location/06818000/#parameterCode=00065&period=P7D
EC_078,CM_078,CM_078_Sediment,10.58052/IEWDR01WR, 2023-02-27,39.96766,-75.185, 2023-02-27,39.96766,-75.185,10:36:00,12:00:00,Eastern Standard Time (UTC-5),164227,6.75,Jon,Hawkings,University of Pennsylvania Department of Earth and Environmental Sciences,MP-100379,N/A,Schuylkill River,Philadelphia,Pennsylvania,Sunny,Perennial,Broadleaf deciduous tree; Shrub,Single-channel straight,Relatively flat/gentle gradient (e.g.; valleys),Silt/mud (<0.0625mm),20,Shallow waters near the shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,N/A,N/A
EC_080,CM_080,CM_080_Sediment,10.58052/IEWDR01WX, 2023-03-20,30.189567,-92.590164, 2023-03-20,30.189567,-92.590164,11:41:00,13:48:00,Central Daylight Time (UTC-5),421044,6.5,Mahpara,Mashiyat,University of Louisiana at Lafayette,MP-102281,N/A,Mermentau River,Crowley,Louisiana,Sunny,Perennial,Shrub; Grass,Single-channel meandering,Relatively flat/gentle gradient (e.g.; valleys),Silt/mud (<0.0625mm),4.4,Inside bend of stream,Partial coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,N/A,Due to high levels of sediments we prioritized to at least get two filtered samples for each of the replications. The 500 milliliter bottle of filtered water was filled with unfiltered water as we ran out of filters and we failed to label it before shipping. Please note that both the bottles have unfiltered water.,https://waterdata.usgs.gov/monitoring-location/08012150/#parameterCode=00065&period=P7D
EC_081,CM_081,CM_081_Sediment,10.58052/IEWDR01X0, 2023-04-24,31.669166,-81.830278, 2023-04-24,31.669166,-81.830278,9:30:00,11:20:00,Eastern Daylight Time (UTC-4),755115,6.5,Christof,Meile,University of Georgia,MP-100747,N/A,Altamaha,Doctortown,Georgia,Overcast,Perennial,Broadleaf deciduous tree; Grass,Single-channel meandering,Relatively flat/gentle gradient (e.g.; valleys),Silt/mud (<0.0625mm),53,Downstream of bridge and boat ramp but flooding inundated shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,Very high water; flooding access to the boat ramp. Sampling location was only place we could access.,https://waterdata.usgs.gov/monitoring-location/02226000/#parameterCode=00065&period=P365D
EC_082,CM_082,CM_082_Sediment,10.58052/IEWDR01X3, 2023-04-24,31.426667,-81.606667, 2023-04-24,31.426667,-81.606667,12:36:00,13:48:00,Eastern Daylight Time (UTC-4),421044,6.5,Christof,Meile,University of Georgia,MP-100749,N/A,Altamaha,Everett,Georgia,Overcast,Perennial,Broadleaf deciduous tree; Grass,Single-channel meandering,Relatively flat/gentle gradient (e.g.; valleys),Silt/mud (<0.0625mm),66,Downstream from obstacles,Full coverage,Full coverage,Partial coverage,1-3 cm as described in the protocol,N/A,Downstream of location with artificial sand added (at boat ramp). High river water; high density of roots and rhizomes in surficial sediment.,https://waterdata.usgs.gov/monitoring-location/02226160/#parameterCode=00065&period=P7D
EC_084,CM_084,CM_084_Sediment,10.58052/IEWDR01X6, 2023-03-12,39.844312,-105.751041, 2023-03-12,39.844312,-105.751041,13:03:00,16:16:00,Mountain Daylight Time (UTC-6),793860,6.5,Ben,McClellan,Citizen scientist,MP-102398,N/A,Fraser River,Winter Park,Colorado,Overcast; light to heavy snow,Perennial,Needleleaf evergreen tree,Single-channel meandering,Relatively flat/gentle gradient (e.g.; valleys),Gravel/cobble (>2mm),7.4,Inside bend of stream,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,90-95% of stream in area covered by snow. Labeled filter only used for 3 ICR samples; water in the needle froze after completing the 2nd replicate. Labeled filter preserved and new filter and needle used for rest of filtered samples. DO sensor placement; all water sampling; and some sediment sampling performed on depositional zone on the inside of a channel bend. Additional sediment gathered about 20 meters downstream from the lip of a pool. Right before shipping (taking out of the refrigerator); frost was observed on ziploc bags and bulk water samples felt frozen in their bottles.,https://waterdata.usgs.gov/monitoring-location/09022000/#parameterCode=00065&period=P7D
EC_085,CM_085,CM_085_Sediment,10.58052/IEWDR01X9, 2023-03-13,35.8365411,-78.782094, 2023-03-13,35.8365411,-78.782094,16:57:00,18:17:00,Eastern Standard Time (UTC-5),629457,6,Andreana,Madera-Martorell,Geologist,MP-103149,N/A,Crabtree Creek,Raleigh,North Carolina,Sunny,Perennial,Needleleaf deciduous tree,Single-channel meandering,Relatively flat/gentle gradient (e.g.; valleys),Silt/mud (<0.0625mm),28,Shallow waters near the shore,Full coverage,Partial coverage,Partial coverage,3-10cm in some places,N/A,"Was not able to preserve the filter; the needle would not come off. Clogging was an issue even after changing the filter; the ""filtered"" sample was taken unfiltered and upstream. The weather was 60 degF.",N/A
EC_088,CM_088,CM_088_Sediment,10.58052/IEWDR01XC, 2023-04-10,45.537135,-122.379308, 2023-04-10,45.537135,-122.379308,10:59:00,12:24:00,Pacific Daylight Time (UTC-7),806577,6.5,Adam,Price,University of Washington: Northwest Climate Adaptation Science Center,MP-104218,N/A,Beaver Creek,Troutdale,Oregon,Raining,Perennial,Broadleaf deciduous tree; Shrub,Single-channel meandering,Relatively flat/gentle gradient (e.g.; valleys),Silt/mud (<0.0625mm),20,Shallow waters near the shore,Partial coverage,Partial coverage,No coverage,3-10cm in some places,N/A,"Stream was in flood stage. Very high total suspended solids (TSS) and turbidity. Used 2 filters during filtered water collection. Labeled filter used for ""ICR"" samples. Unlabeled filter used in all other filtered collections. Both filters in RNALater. Large ""BWT Filtered"" is actually unfiltered; with high TSS I could not collect 500 milliliters efficiently.",https://waterdata.usgs.gov/monitoring-location/14142800/#parameterCode=00065&period=P7D
EC_089,CM_089,CM_089_Sediment,10.58052/IEWDR01ZU, 2023-05-01,34.16866,-116.831793, 2023-05-01,34.16866,-116.831793,11:20:00,12:56:00,Pacific Daylight Time (UTC-7),443657,7.5,Erick,Burres,California State Water Resources Control Board (SWRCB) - Clean Water Team,MP-103380,N/A,South Fork Santa Ana River,Mentone,California,Sunny,Perennial,Needleleaf evergreen tree,Single-channel straight,Relatively steep gradient (e.g.; mountainous or hilly terrain),Gravel/cobble (>2mm),8,Downstream from obstacles,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,sensor was placed upstream 20CM below the surface of the stream and just above the benthos,Cold front was moving in. Unoccupied cabins were adjacent to the stream. A volunteer's phone was used by a volunteer for photos as the event organizer's died.,N/A
EC_090,CM_090,CM_090_Sediment,10.58052/IEWDR01ZV, 2023-05-15,38.1490173,-121.2992935, 2023-05-15,38.1490173,-121.2992935,14:44:00,16:06:00,Pacific Daylight Time (UTC-7),435354,6.5,Dylan,O'Ryan,Storm Drain Detectives,MP-102602,N/A,Mokelumne River,Lodi,California,Sunny,Perennial,Broadleaf evergreen tree,Single-channel meandering,Relatively flat/gentle gradient (e.g.; valleys),Silt/mud (<0.0625mm),28.3,Inside bend of stream,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,Due to water access constraints (high water level) we sampled slightly upstream from the WHONDRS identified priority site (102602). Photos contain 30cm ruler for reference.,N/A
EC_091,CM_091,CM_091_Sediment,10.58052/IEWDR01ZW, 2023-05-22,30.423663,-85.032366, 2023-05-22,30.423663,-85.032366,19:44:00,20:45:00,Eastern Daylight Time (UTC-4),284528,6.5,Ming,Ye,Florida State University,MP-100981,Bountstown,Apalachicola River,N/A,Florida,Overcast; Heavily rain at the site about three hours before sampling,Perennial,Broadleaf evergreen tree; Shrub; Grass,Single-channel straight,Relatively flat/gentle gradient (e.g.; valleys),Sand,20,Shallow waters near the shore,Full coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,We finished sampling in about 45 minutes at the site and it was about 8:30pm. We waited for 15 minutes to collect the sensor. The sensor was in water for 61 minutes from 7:44pm to 8:45pm. We had to leave because it is already dark and we needed to drive about one hour to be back to my lab.,We arrived at the site at about 2pm on 5/22/2023 and a heavy rain started at about 2:10pm. We had to leave the site for another site. We came back around 7:30pm and it was overcast.,N/A
EC_092,CM_092,CM_092_Sediment,10.58052/IEWDR01ZX, 2023-05-22,29.945472,-85.013591, 2023-05-22,29.945472,-85.013591,15:24:00,17:50:00,Eastern Daylight Time (UTC-4),553257,7.5,Ming,Ye,Florida State University,MP-100984,Fort Gedsden at Apalachicola River,Apalachicola River,N/A,Florida,Sunny,Perennial,Broadleaf evergreen tree; Shrub; Grass,Single-channel straight,Relatively flat/gentle gradient (e.g.; valleys),Gravel/cobble (>2mm),246.38,Inside bend of stream,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,The sensor was deployed about 165 cm below water surface,The sampling site is a boat ramp but water there is very muddy. We thus sampled water from a fishing deck several feet south to the boat ramp. The water at the fishing deck was very deep and water was full of sediments. We had to replace a filter for every two syringes of water. Because water was deep at the fishing dock we took sediment samples at the boat ramp where the sediment is mainly gravel. It took us a long time to filter fine sands for sampling. Due to the muddy river water and gravel sediments it thus took us about 2.5 hours to finish the sampling. On the date (5/22/2023) of sampling it rained heavily in Blountstown and Tallahassee upstream of the sampling site.,N/A
EC_093,CM_093,CM_093_Sediment,10.58052/IEWDR01ZY, 2023-05-08,46.37655,-90.64121, 2023-05-08,46.37655,-90.64121,9:21:00,10:57:00,Central Daylight Time (UTC-5),809246,7,Peter,Levi,Burke Center; Northland College,MP-101336,Copper Falls State Park,Bad River,Mellen,Wisconsin,Overcast,Perennial,Needleleaf evergreen tree; Broadleaf deciduous tree,Single-channel straight,Relatively steep gradient (e.g.; mountainous or hilly terrain),Gravel/cobble (>2mm),10.414,Downstream from obstacles,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,The measuring stick in the pictures is one foot long with 1/10th feet sub-units.,N/A
EC_094,CM_094,CM_094_Sediment,10.58052/IEWDR01ZZ, 2023-05-08,43.1798044,-70.8911464, 2023-05-08,43.1798044,-70.8911464,13:25:00,15:35:00,Eastern Daylight Time (UTC-4),243111,7,Wilfred,Wollheim,University of New Hampshire,MP-100019,BELL_UP,Bellamy River,Dover,New Hampshire,Sunny,Perennial,Needleleaf evergreen tree; Broadleaf deciduous tree,Single-channel straight,Relatively flat/gentle gradient (e.g.; valleys),Gravel/cobble (>2mm),15,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,50m downstream of control structure; still holding water back (run of river).  High gradient channel for our area.  High flow (we've had a lot of rain recently). Near frisbee golf course.  A lot of bricks in the water.  Specific conductance = 122.1 uS/cm.  No USGS gage on this river but neighboring watershed of similar has: https://nwis.waterdata.usgs.gov/nh/nwis/inventory/?site_no=01073000,N/A
EC_095,CM_095,CM_095_Sediment,10.58052/IEWDR0200, 2023-06-12,36.08252,-84.575253, 2023-06-12,36.08252,-84.575253,9:48:00,11:27:00,Eastern Daylight Time (UTC-4),421044,8,Scott,Brooks,Oak Ridge National Laboratory,MP-101276,N/A,Crooked Fork,Wartburg,Tennessee,Overcast; drizzly,Perennial,Broadleaf deciduous tree,Single-channel meandering,Relatively steep gradient (e.g.; mountainous or hilly terrain),Gravel/cobble (>2mm),22.5,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,DO probe was wedged between rocks angled upward but a thin layer of sediment still accumulated on the face during deployment,First time to this creek.  Scattered heavy rains in the area the night before.  Stream was somewhat turbid but water level did not appear to be elevated based on the appearance of the exposed banks.,N/A
